iso_alpha_3,date,deaths,confirmed,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,population,date_obs,day
GBR,2021-01-11,1244,46169,555202,165844,145076,20768,36276,66460344,1,1
GBR,2021-01-12,1320,45533,596013,223726,207661,16065,36509,66460344,2,2
GBR,2021-01-13,1309,47525,643787,288688,278943,9745,37031,66460344,3,3
GBR,2021-01-14,1341,48682,701914,321951,316694,5257,37236,66460344,4,4
GBR,2021-01-15,1324,55761,604569,345525,341317,4208,37688,66460344,5,5
GBR,2021-01-16,1419,41342,501076,298751,296131,2620,37261,66460344,6,6
GBR,2021-01-17,1361,38598,424705,192346,190107,2239,37721,66460344,7,7
GBR,2021-01-18,1401,37535,590543,208641,204076,4565,38824,66460344,8,1
GBR,2021-01-19,1490,33355,601959,346922,343163,3759,38436,66460344,9,2
GBR,2021-01-20,1383,38905,666455,366919,363508,3411,38335,66460344,10,3
GBR,2021-01-21,1350,37892,675964,412615,409855,2760,37646,66460344,11,4
GBR,2021-01-22,1335,40261,649618,480069,478248,1821,37842,66460344,12,5
GBR,2021-01-23,1288,33552,486027,493013,491970,1043,36985,66460344,13,6
GBR,2021-01-24,1239,30004,418731,221067,220249,818,37317,66460344,14,7
GBR,2021-01-25,1263,22195,569345,281725,279757,1968,37352,66460344,15,1
GBR,2021-01-26,1173,20088,617860,312770,311060,1710,36712,66460344,16,2
GBR,2021-01-27,1232,25308,786445,314707,312378,2329,35147,66460344,17,3
GBR,2021-01-28,1224,28680,776120,416188,414419,1769,34549,66460344,18,4
GBR,2021-01-29,1160,29079,679318,489934,487756,2178,33503,66460344,19,5
GBR,2021-01-30,1026,23275,446172,609010,598389,10621,32676,66460344,20,6
GBR,2021-01-31,995,21088,604452,322194,319038,3156,32246,66460344,21,7
GBR,2021-02-01,1007,18607,678952,352935,350348,2587,32641,66460344,22,1
GBR,2021-02-02,963,16840,633038,376922,374756,2166,31467,66460344,23,2
GBR,2021-02-03,976,19202,818128,472011,469016,2995,30314,66460344,24,3
GBR,2021-02-04,826,20634,810986,484596,480560,4036,29145,66460344,25,4
GBR,2021-02-05,874,19114,694695,498227,494163,4064,28129,66460344,26,5
GBR,2021-02-06,787,18262,466762,551470,549808,1662,26669,66460344,27,6
GBR,2021-02-07,753,15845,602354,279850,278988,862,26553,66460344,28,7
GBR,2021-02-08,781,14104,657446,356291,352480,3811,26515,66460344,29,1
GBR,2021-02-09,723,12364,606861,414973,411812,3161,25464,66460344,30,2
GBR,2021-02-10,712,13013,787702,455704,450810,4894,24203,66460344,31,3
GBR,2021-02-11,676,13494,770642,508763,503116,5647,23201,66460344,32,4
GBR,2021-02-12,636,15144,644620,549378,544603,4775,22129,66460344,33,5
GBR,2021-02-13,586,13307,416831,508208,505362,2846,20779,66460344,34,6
GBR,2021-02-14,605,10972,409175,239877,237962,1915,20861,66460344,35,7
GBR,2021-02-15,615,9765,487818,282491,275956,6535,20805,66460344,36,1
GBR,2021-02-16,568,10625,516259,377277,364865,12412,20038,66460344,37,2
GBR,2021-02-17,506,12717,592334,497257,482110,15147,19277,66460344,38,3
GBR,2021-02-18,521,12057,577265,468321,452454,15867,18357,66460344,39,4
GBR,2021-02-19,469,12027,539346,387200,371906,15294,17705,66460344,40,5
GBR,2021-02-20,452,10406,414084,344942,334679,10263,16888,66460344,41,6
GBR,2021-02-21,411,9834,599758,150896,141719,9177,16706,66460344,42,7
GBR,2021-02-22,379,10641,711748,210804,192341,18463,16711,66460344,43,1
GBR,2021-02-23,381,8489,625981,353009,326692,26317,15951,66460344,44,2
GBR,2021-02-24,367,9938,758332,480575,448962,31613,15400,66460344,45,3
GBR,2021-02-25,355,9985,768387,521039,485720,35319,14715,66460344,46,4
GBR,2021-02-26,304,8523,628875,537266,504493,32773,13952,66460344,47,5
GBR,2021-02-27,308,7434,392224,434825,407503,27322,13141,66460344,48,6
GBR,2021-02-28,281,6035,546417,205584,185900,19684,12666,66460344,49,7
GBR,2021-03-01,297,5455,775043,231450,203168,28282,12765,66460344,50,1
GBR,2021-03-02,244,6391,732148,276310,224996,51314,12023,66460344,51,2
GBR,2021-03-03,218,6385,887823,347406,278956,68450,11420,66460344,52,3
GBR,2021-03-04,234,6573,1045002,446450,376244,70206,10836,66460344,53,4
GBR,2021-03-05,222,5946,1007805,494235,437463,56772,10221,66460344,54,5
GBR,2021-03-06,210,6039,482357,448396,416834,31562,9621,66460344,55,6
GBR,2021-03-07,197,5177,825096,184384,164143,20241,9367,66460344,56,7
GBR,2021-03-08,197,4712,1617141,254061,215273,38788,9379,66460344,57,1
GBR,2021-03-09,185,5766,1491508,290223,217301,72922,8912,66460344,58,2
GBR,2021-03-10,163,5926,1661529,341049,243887,97162,8355,66460344,59,3
GBR,2021-03-11,173,6753,1732618,354372,260809,93563,7982,66460344,60,4
GBR,2021-03-12,135,6609,1519768,457254,369578,87676,7646,66460344,61,5
GBR,2021-03-13,135,5534,471202,564263,512108,52155,7302,66460344,62,6
GBR,2021-03-14,138,4618,991620,282381,257010,25371,7235,66460344,63,7
GBR,2021-03-15,139,5089,1690547,440051,386685,53366,7125,66460344,64,1
GBR,2021-03-16,114,5294,1431829,529119,433320,95799,6765,66460344,65,2
GBR,2021-03-17,127,5758,1731710,581855,462246,119609,6498,66460344,66,3
GBR,2021-03-18,100,6303,1569802,660276,528260,132016,6061,66460344,67,4
GBR,2021-03-19,104,4802,1021145,740655,614930,125725,5793,66460344,68,5
GBR,2021-03-20,101,5587,500666,844285,752308,91977,5480,66460344,69,6
GBR,2021-03-21,127,5312,1917926,419618,367006,52612,5367,66460344,70,7
GBR,2021-03-22,108,5342,1336848,412197,329897,82300,5359,66460344,71,1
GBR,2021-03-23,95,5379,914608,494805,325650,169155,5079,66460344,72,2
GBR,2021-03-24,70,5604,1857975,580307,337665,242642,4806,66460344,73,3
GBR,2021-03-25,79,6220,1435970,559324,324942,234382,4520,66460344,74,4
GBR,2021-03-26,75,6187,756657,694959,411305,283654,4423,66460344,75,5
GBR,2021-03-27,65,3865,499391,663162,424301,238861,4374,66460344,76,6
GBR,2021-03-28,50,3862,1668378,441142,293548,147594,4121,66460344,77,7
GBR,2021-03-29,71,4654,1028366,405039,236809,168230,4139,66460344,78,1
GBR,2021-03-30,56,4040,734069,503599,225917,277682,3925,66460344,79,2
GBR,2021-03-31,74,4052,1320111,627008,239434,387574,3688,66460344,80,3
GBR,2021-04-01,63,4478,1073930,616234,170818,445416,3503,66460344,81,4
GBR,2021-04-02,50,3402,615615,354051,107420,246631,3325,66460344,82,5
GBR,2021-04-03,42,3423,441220,286799,107886,178913,3201,66460344,83,6
GBR,2021-04-04,53,2297,844843,95763,48055,47708,3185,66460344,84,7
GBR,2021-04-05,45,2762,876868,105334,40744,64590,3214,66460344,85,1
GBR,2021-04-06,45,2379,713353,272020,85227,186793,3103,66460344,86,2
GBR,2021-04-07,46,2762,1083437,507926,99530,408396,2975,66460344,87,3
GBR,2021-04-08,62,3030,1049124,545511,96242,449269,2826,66460344,88,4
GBR,2021-04-10,43,2584,518711,586339,111109,475230,2618,66460344,90,6
GBR,2021-04-11,41,1730,1255041,258888,69223,189665,2519,66460344,91,7
GBR,2021-04-12,38,3568,1028656,261096,59905,201191,2464,66460344,92,1
GBR,2021-04-13,47,2471,755887,388808,76123,312685,2380,66460344,93,2
GBR,2021-04-14,35,2491,1207531,461618,117835,343783,2268,66460344,94,3
GBR,2021-04-15,43,2671,1114229,547465,129782,417683,2168,66460344,95,4
GBR,2021-04-16,32,2756,760759,635221,135557,499664,2112,66460344,96,5
GBR,2021-04-17,43,2206,528390,639080,139445,499635,2006,66460344,97,6
GBR,2021-04-18,31,1882,1715603,304418,83225,221193,1951,66460344,98,7
GBR,2021-04-19,23,2963,1225208,373423,99672,273751,1980,66460344,99,1
GBR,2021-04-20,35,2524,824954,457649,107622,350027,1898,66460344,100,2
GBR,2021-04-21,36,2396,1417498,534693,117909,416784,1865,66460344,101,3
GBR,2021-04-22,33,2728,1261935,562056,130986,431070,1763,66460344,102,4
GBR,2021-04-23,29,2678,807901,600801,135786,465015,1723,66460344,103,5
GBR,2021-04-24,24,2061,535229,696403,148767,547636,1651,66460344,104,6
GBR,2021-04-25,27,1712,1517695,340496,79695,260801,1599,66460344,105,7
GBR,2021-04-26,21,2064,1222940,395383,90695,304688,1620,66460344,106,1
GBR,2021-04-27,25,2685,811190,495593,116328,379265,1540,66460344,107,2
GBR,2021-04-28,21,2166,1409282,597025,134140,462885,1486,66460344,108,3
GBR,2021-04-29,17,2445,1224687,614135,122568,491567,1441,66460344,109,4
GBR,2021-04-30,16,2381,746611,567374,145589,421785,1344,66460344,110,5
GBR,2021-05-01,16,1907,518294,515479,143175,372304,1263,66460344,111,6
GBR,2021-05-02,19,1671,869433,262815,89924,172891,1263,66460344,112,7
GBR,2021-05-03,17,1649,1220070,200099,72600,127499,1281,66460344,113,1
GBR,2021-05-04,15,1946,1005162,384656,127170,257486,1275,66460344,114,2
GBR,2021-05-05,22,2144,1263555,543323,139097,404226,1222,66460344,115,3
GBR,2021-05-06,17,2613,1214688,608471,135470,473001,1143,66460344,116,4
GBR,2021-05-07,18,2490,759001,598823,133001,465822,1142,66460344,117,5
GBR,2021-05-08,20,2047,526077,607864,169027,438837,1120,66460344,118,6
GBR,2021-05-09,11,1770,1357755,287797,100626,187171,1099,66460344,119,7
GBR,2021-05-10,8,2357,1127331,346888,115053,231835,1112,66460344,120,1
GBR,2021-05-11,21,2474,786540,485260,135113,350147,1090,66460344,121,2
GBR,2021-05-12,15,2284,1228161,636647,184210,452437,1052,66460344,122,3
GBR,2021-05-14,14,2193,748282,613470,220068,393402,966,66460344,124,5
GBR,2021-05-15,15,2027,485953,628577,237331,391246,956,66460344,125,6
GBR,2021-05-16,14,1926,1125203,315063,131318,183745,932,66460344,126,7
GBR,2021-05-17,13,1979,1227218,365782,106733,259049,934,66460344,127,1
GBR,2021-05-19,4,2135,1225360,633876,264858,369018,908,66460344,129,3
GBR,2021-05-20,7,2694,1140517,688563,268251,420312,903,66460344,130,4
GBR,2021-05-21,18,2702,788200,646340,219657,426683,913,66460344,131,5
GBR,2021-05-22,4,2523,524221,762361,205410,556951,879,66460344,132,6
GBR,2021-05-23,16,2092,1203457,378496,126357,252139,916,66460344,133,7
GBR,2021-05-24,16,2362,1109451,455334,122379,332955,955,66460344,134,1
GBR,2021-05-25,11,2410,814863,574134,186147,387987,917,66460344,135,2
GBR,2021-05-26,14,2987,1181545,663577,236119,427458,890,66460344,136,3
GBR,2021-05-27,8,3380,1091376,690613,256517,434096,867,66460344,137,4
GBR,2021-05-28,14,4028,739556,640393,204442,435951,879,66460344,138,5
GBR,2021-05-29,12,3240,513887,602374,183526,418848,879,66460344,139,6
GBR,2021-05-30,9,3111,652154,331209,124887,206322,901,66460344,140,7
GBR,2021-05-31,11,3283,692462,288649,93103,195546,923,66460344,141,1
GBR,2021-06-01,10,3099,739061,447072,108507,338565,923,66460344,142,2
GBR,2021-06-02,12,4261,898160,521782,172763,349019,957,66460344,143,3
GBR,2021-06-03,16,5179,905313,568907,191266,377641,933,66460344,144,4
GBR,2021-06-04,14,6140,722833,567955,179924,388031,961,66460344,145,5
GBR,2021-06-05,7,5651,514838,676991,203613,473378,933,66460344,146,6
GBR,2021-06-06,13,5223,1276470,387286,127345,259941,960,66460344,147,7
GBR,2021-06-07,6,5584,1072537,419009,112941,306068,1029,66460344,148,1
GBR,2021-06-08,15,5966,789552,450284,136802,313482,1052,66460344,149,2
GBR,2021-06-09,17,7312,1128506,492817,176559,316258,1060,66460344,150,3
GBR,2021-06-10,16,7232,1082387,509645,201607,308038,1092,66460344,151,4
GBR,2021-06-11,13,7958,811711,515723,208531,307192,1075,66460344,152,5
GBR,2021-06-12,12,7550,560069,574511,254185,320326,1103,66460344,153,6
GBR,2021-06-13,12,7319,1083596,328349,147228,181121,1139,66460344,154,7
GBR,2021-06-14,13,7606,1077642,368555,132627,235928,1180,66460344,155,1
GBR,2021-06-15,21,7587,845646,420699,190033,230666,1230,66460344,156,2
GBR,2021-06-16,16,8808,1151955,430399,195565,234834,1255,66460344,157,3
GBR,2021-06-17,9,10809,1178121,467238,243978,223260,1319,66460344,158,4
GBR,2021-06-18,18,10270,851351,428817,223140,205677,1361,66460344,159,5
GBR,2021-06-19,20,10075,615462,516604,280241,236363,1347,66460344,160,6
GBR,2021-06-20,22,9072,1184061,273158,163750,109408,1381,66460344,161,7
GBR,2021-06-21,13,10467,1171689,60405,21080,39325,1515,66460344,162,1
GBR,2021-06-22,18,11481,889321,550712,299837,250875,1536,66460344,163,2
GBR,2021-06-23,9,15882,1196493,375635,207647,167988,1487,66460344,164,3
GBR,2021-06-24,29,16702,1209922,399347,221534,177813,1508,66460344,165,4
GBR,2021-06-25,22,15296,911598,377267,202497,174770,1528,66460344,166,5
GBR,2021-06-26,17,17943,646498,433946,234441,199505,1535,66460344,167,6
GBR,2021-06-27,24,14623,1249065,263267,139712,123555,1591,66460344,168,7
GBR,2021-06-28,18,22644,1246857,265276,127260,138016,1729,66460344,169,1
GBR,2021-06-29,24,20223,954925,288679,137991,150688,1731,66460344,170,2
GBR,2021-06-30,26,25606,1300089,316965,141216,175749,1805,66460344,171,3
GBR,2021-07-01,28,27556,1254005,345591,152525,193066,1914,66460344,172,4
GBR,2021-07-02,32,26706,943056,301083,123605,177478,1982,66460344,173,5
GBR,2021-07-03,31,24447,694385,333598,137389,196209,2023,66460344,174,6
GBR,2021-07-04,30,23818,1318237,188632,77222,111410,2138,66460344,175,7
GBR,2021-07-05,29,27100,1277568,224776,76962,147814,2324,66460344,176,1
GBR,2021-07-06,35,28334,1040072,238937,85811,153126,2447,66460344,177,2
GBR,2021-07-07,36,32048,1285260,258430,86953,171477,2636,66460344,178,3
GBR,2021-07-08,42,31977,1237503,271897,96430,175467,2722,66460344,179,4
GBR,2021-07-09,53,35200,967028,268902,90083,178819,2895,66460344,180,5
GBR,2021-07-10,45,31800,777926,305209,93763,211446,2985,66460344,181,6
GBR,2021-07-11,36,31352,1162494,149620,42000,107620,3130,66460344,182,7
GBR,2021-07-12,43,33998,1199505,179656,54296,125360,3399,66460344,183,1
GBR,2021-07-13,50,36216,1006917,217349,59073,158276,3609,66460344,184,2
GBR,2021-07-14,47,41748,1261034,246035,60374,185661,3787,66460344,185,3
GBR,2021-07-15,54,47891,1313830,263574,61681,201893,3964,66460344,186,4
GBR,2021-07-16,55,51273,1032787,271805,69491,202314,4081,66460344,187,5
GBR,2021-07-17,60,53969,816725,292431,67217,225214,4159,66460344,188,6
GBR,2021-07-18,73,47599,1088391,147064,18186,128878,4273,66460344,189,7
GBR,2021-07-19,88,39538,1254057,179230,35670,143560,4581,66460344,190,1
GBR,2021-07-20,68,46125,944489,200314,39035,161279,4667,66460344,191,2
GBR,2021-07-21,61,43404,1077551,228439,45101,183338,4860,66460344,192,3
GBR,2021-07-22,86,39315,1133406,232333,44036,188297,5033,66460344,193,4
GBR,2021-07-23,83,35654,959821,232315,42974,189341,5242,66460344,194,5
GBR,2021-07-24,69,31285,791390,247691,43805,203886,5306,66460344,195,6
GBR,2021-07-25,73,28652,828720,142507,24551,117956,5579,66460344,196,7
GBR,2021-07-26,79,24386,891379,178955,30019,148936,5942,66460344,197,1
GBR,2021-07-27,77,23228,852277,187052,35402,151650,6042,66460344,198,2
GBR,2021-07-28,84,25402,942360,215020,43847,171173,6068,66460344,199,3
GBR,2021-07-29,88,30633,940500,222271,42353,179918,5946,66460344,200,4
GBR,2021-07-30,105,29213,881594,207820,36724,171096,5981,66460344,201,5
GBR,2021-07-31,92,25754,701053,250840,38826,212014,5920,66460344,202,6
GBR,2021-08-01,97,24139,702819,139276,21232,118044,5937,66460344,203,7
GBR,2021-08-02,92,21687,798219,152284,26092,126192,6156,66460344,204,1
GBR,2021-08-03,80,21466,793074,172051,29290,142761,5943,66460344,205,2
GBR,2021-08-04,92,28936,875257,199003,33334,165669,5730,66460344,206,3
GBR,2021-08-05,101,29825,883482,208192,35500,172692,5681,66460344,207,4
GBR,2021-08-06,98,31442,833882,205332,36976,168356,5653,66460344,208,5
GBR,2021-08-07,106,28229,681992,251573,37990,213583,5590,66460344,209,6
GBR,2021-08-08,84,27110,719799,144913,22843,122070,5735,66460344,210,7
GBR,2021-08-09,84,24881,796152,169278,32250,137028,5885,66460344,211,1
GBR,2021-08-10,85,23297,786647,188654,37511,151143,5885,66460344,212,2
GBR,2021-08-11,89,29260,871194,215329,41568,173761,5869,66460344,213,3
GBR,2021-08-12,106,32706,887746,236943,44384,192559,5831,66460344,214,4
GBR,2021-08-13,98,32362,869677,212075,40490,171585,5860,66460344,215,5
GBR,2021-08-14,104,29143,649248,246187,46603,199584,5753,66460344,216,6
GBR,2021-08-15,91,26426,675493,157640,31257,126383,5908,66460344,217,7
GBR,2021-08-16,89,28176,766977,174106,35716,138390,6238,66460344,218,1
GBR,2021-08-17,102,26628,769374,189699,43824,145875,6263,66460344,219,2
GBR,2021-08-18,111,33646,858111,216507,47284,169223,6326,66460344,220,3
GBR,2021-08-19,115,36273,889273,231038,55979,175059,6366,66460344,221,4
GBR,2021-08-20,127,36987,799701,228277,60885,167392,6382,66460344,222,5
GBR,2021-08-21,118,31783,652852,267887,73006,194881,6401,66460344,223,6
GBR,2021-08-22,129,31976,706827,156697,40345,116352,6615,66460344,224,7
GBR,2021-08-23,120,31675,810507,177684,46401,131283,6894,66460344,225,1
GBR,2021-08-24,118,30619,790357,186086,55410,130676,6825,66460344,226,2
GBR,2021-08-25,108,35547,967198,229781,68076,161705,6860,66460344,227,3
GBR,2021-08-26,125,37962,1027231,200076,55140,144936,6895,66460344,228,4
GBR,2021-08-27,139,37690,937727,176393,44937,131456,6948,66460344,229,5
GBR,2021-08-28,134,32087,731257,176959,43271,133688,6841,66460344,230,6
GBR,2021-08-29,139,32937,739389,103830,24390,79440,6962,66460344,231,7
GBR,2021-08-30,109,26227,736996,86291,19643,66648,7192,66460344,232,1
GBR,2021-08-31,128,31931,981679,159301,39899,119402,7532,66460344,233,2
GBR,2021-09-01,125,35493,1089955,157473,44088,113385,7525,66460344,234,3
GBR,2021-09-02,137,37830,1292402,159377,40002,119375,7464,66460344,235,4
GBR,2021-09-03,152,42065,1292221,145856,35266,110590,7517,66460344,236,5
GBR,2021-09-04,146,36642,807356,169607,41054,128553,7401,66460344,237,6
GBR,2021-09-05,164,36515,1078313,94988,21795,73193,7598,66460344,238,7
GBR,2021-09-06,157,40801,1506935,102713,22698,80015,7888,66460344,239,1
GBR,2021-09-07,166,37179,1337208,112472,26624,85848,7828,66460344,240,2
GBR,2021-09-08,143,38486,1403570,113091,25131,87960,7985,66460344,241,3
GBR,2021-09-09,180,37480,1403685,122476,25774,96702,8003,66460344,242,4
