iso_alpha_3,date,deaths,confirmed,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,population
GBR,2021-01-10,104705,3072349,57758071,2677971,2286572,391399,34906,66460344
GBR,2021-01-11,105949,3118518,58313273,2843815,2431648,412167,36276,66460344
GBR,2021-01-12,107269,3164051,58909286,3067541,2639309,428232,36509,66460344
GBR,2021-01-13,108578,3211576,59553073,3356229,2918252,437977,37031,66460344
GBR,2021-01-14,109919,3260258,60254987,3678180,3234946,443234,37236,66460344
GBR,2021-01-15,111243,3316019,60859556,4023705,3576263,447442,37688,66460344
GBR,2021-01-16,112662,3357361,61360632,4322456,3872394,450062,37261,66460344
GBR,2021-01-17,114023,3395959,61785337,4514802,4062501,452301,37721,66460344
GBR,2021-01-18,115424,3433494,62375880,4723443,4266577,456866,38824,66460344
GBR,2021-01-19,116914,3466849,62977839,5070365,4609740,460625,38436,66460344
GBR,2021-01-20,118297,3505754,63644294,5437284,4973248,464036,38335,66460344
GBR,2021-01-21,119647,3543646,64320258,5849899,5383103,466796,37646,66460344
GBR,2021-01-22,120982,3583907,64969876,6329968,5861351,468617,37842,66460344
GBR,2021-01-23,122270,3617459,65455903,6822981,6353321,469660,36985,66460344
GBR,2021-01-24,123509,3647463,65874634,7044048,6573570,470478,37317,66460344
GBR,2021-01-25,124772,3669658,66443979,7325773,6853327,472446,37352,66460344
GBR,2021-01-26,125945,3689746,67061839,7638543,7164387,474156,36712,66460344
GBR,2021-01-27,127177,3715054,67848284,7953250,7476765,476485,35147,66460344
GBR,2021-01-28,128401,3743734,68624404,8369438,7891184,478254,34549,66460344
GBR,2021-01-29,129561,3772813,69303722,8859372,8378940,480432,33503,66460344
GBR,2021-01-30,130587,3796088,69749894,9468382,8977329,491053,32676,66460344
GBR,2021-01-31,131582,3817176,70354346,9790576,9296367,494209,32246,66460344
GBR,2021-02-01,132589,3835783,71033298,10143511,9646715,496796,32641,66460344
GBR,2021-02-02,133552,3852623,71666336,10520433,10021471,498962,31467,66460344
GBR,2021-02-03,134528,3871825,72484464,10992444,10490487,501957,30314,66460344
GBR,2021-02-04,135354,3892459,73295450,11477040,10971047,505993,29145,66460344
GBR,2021-02-05,136228,3911573,73990145,11975267,11465210,510057,28129,66460344
GBR,2021-02-06,137015,3929835,74456907,12526737,12015018,511719,26669,66460344
GBR,2021-02-07,137768,3945680,75059261,12806587,12294006,512581,26553,66460344
GBR,2021-02-08,138549,3959784,75716707,13162878,12646486,516392,26515,66460344
GBR,2021-02-09,139272,3972148,76323568,13577851,13058298,519553,25464,66460344
GBR,2021-02-10,139984,3985161,77111270,14033555,13509108,524447,24203,66460344
GBR,2021-02-11,140660,3998655,77881912,14542318,14012224,530094,23201,66460344
GBR,2021-02-12,141296,4013799,78526532,15091696,14556827,534869,22129,66460344
GBR,2021-02-13,141882,4027106,78943363,15599904,15062189,537715,20779,66460344
GBR,2021-02-14,142487,4038078,79352538,15839781,15300151,539630,20861,66460344
GBR,2021-02-15,143102,4047843,79840356,16122272,15576107,546165,20805,66460344
GBR,2021-02-16,143670,4058468,80356615,16499549,15940972,558577,20038,66460344
GBR,2021-02-17,144176,4071185,80948949,16996806,16423082,573724,19277,66460344
GBR,2021-02-18,144697,4083242,81526214,17465127,16875536,589591,18357,66460344
GBR,2021-02-19,145166,4095269,82065560,17852327,17247442,604885,17705,66460344
GBR,2021-02-20,145618,4105675,82479644,18197269,17582121,615148,16888,66460344
GBR,2021-02-21,146029,4115509,83079402,18348165,17723840,624325,16706,66460344
GBR,2021-02-22,146408,4126150,83791150,18558969,17916181,642788,16711,66460344
GBR,2021-02-23,146789,4134639,84417131,18911978,18242873,669105,15951,66460344
GBR,2021-02-24,147156,4144577,85175463,19392553,18691835,700718,15400,66460344
GBR,2021-02-25,147511,4154562,85943850,19913592,19177555,736037,14715,66460344
GBR,2021-02-26,147815,4163085,86572725,20450858,19682048,768810,13952,66460344
GBR,2021-02-27,148123,4170519,86964949,20885683,20089551,796132,13141,66460344
GBR,2021-02-28,148404,4176554,87511366,21091267,20275451,815816,12666,66460344
GBR,2021-03-01,148701,4182009,88286409,21322717,20478619,844098,12765,66460344
GBR,2021-03-02,148945,4188400,89018557,21599027,20703615,895412,12023,66460344
GBR,2021-03-03,149163,4194785,89906380,21946433,20982571,963862,11420,66460344
GBR,2021-03-04,149397,4201358,90951382,22392883,21358815,1034068,10836,66460344
GBR,2021-03-05,149619,4207304,91959187,22887118,21796278,1090840,10221,66460344
GBR,2021-03-06,149829,4213343,92441544,23335514,22213112,1122402,9621,66460344
GBR,2021-03-07,150026,4218520,93266640,23519898,22377255,1142643,9367,66460344
GBR,2021-03-08,150223,4223232,94883781,23773959,22592528,1181431,9379,66460344
GBR,2021-03-09,150408,4228998,96375289,24064182,22809829,1254353,8912,66460344
GBR,2021-03-10,150571,4234924,98036818,24405231,23053716,1351515,8355,66460344
GBR,2021-03-11,150744,4241677,99769436,24759603,23314525,1445078,7982,66460344
GBR,2021-03-12,150879,4248286,101289204,25216857,23684103,1532754,7646,66460344
GBR,2021-03-13,151014,4253820,101760406,25781120,24196211,1584909,7302,66460344
GBR,2021-03-14,151152,4258438,102752026,26063501,24453221,1610280,7235,66460344
GBR,2021-03-15,151291,4263527,104442573,26503552,24839906,1663646,7125,66460344
GBR,2021-03-16,151405,4268821,105874402,27032671,25273226,1759445,6765,66460344
GBR,2021-03-17,151532,4274579,107606112,27614526,25735472,1879054,6498,66460344
GBR,2021-03-18,151632,4280882,109175914,28274802,26263732,2011070,6061,66460344
GBR,2021-03-19,151736,4285684,110197059,29015457,26878662,2136795,5793,66460344
GBR,2021-03-20,151837,4291271,110697725,29859742,27630970,2228772,5480,66460344
GBR,2021-03-21,151964,4296583,112615651,30279360,27997976,2281384,5367,66460344
GBR,2021-03-22,152072,4301925,113952499,30691557,28327873,2363684,5359,66460344
GBR,2021-03-23,152167,4307304,114867107,31186362,28653523,2532839,5079,66460344
GBR,2021-03-24,152237,4312908,116725082,31766669,28991188,2775481,4806,66460344
GBR,2021-03-25,152316,4319128,118161052,32325993,29316130,3009863,4520,66460344
GBR,2021-03-26,152391,4325315,118917709,33020952,29727435,3293517,4423,66460344
GBR,2021-03-27,152456,4329180,119417100,33684114,30151736,3532378,4374,66460344
GBR,2021-03-28,152506,4333042,121085478,34125256,30445284,3679972,4121,66460344
GBR,2021-03-29,152577,4337696,122113844,34530295,30682093,3848202,4139,66460344
GBR,2021-03-30,152633,4341736,122847913,35033894,30908010,4125884,3925,66460344
GBR,2021-03-31,152707,4345788,124168024,35660902,31147444,4513458,3688,66460344
GBR,2021-04-01,152770,4350266,125241954,36277136,31318262,4958874,3503,66460344
GBR,2021-04-02,152820,4353668,125857569,36631187,31425682,5205505,3325,66460344
GBR,2021-04-03,152862,4357091,126298789,36917986,31533568,5384418,3201,66460344
GBR,2021-04-04,152915,4359388,127143632,37013749,31581623,5432126,3185,66460344
GBR,2021-04-05,152960,4362150,128020500,37119083,31622367,5496716,3214,66460344
GBR,2021-04-06,153005,4364529,128733853,37391103,31707594,5683509,3103,66460344
GBR,2021-04-07,153051,4367291,129817290,37899029,31807124,6091905,2975,66460344
GBR,2021-04-08,153113,4370321,130866414,38444540,31903366,6541174,2826,66460344
GBR,2021-04-09,153151,4365461,131615654,39001554,32010244,6991310,2756,66460344
GBR,2021-04-10,153194,4368045,132134365,39587893,32121353,7466540,2618,66460344
GBR,2021-04-11,153235,4369775,133389406,39846781,32190576,7656205,2519,66460344
GBR,2021-04-12,153273,4373343,134418062,40107877,32250481,7857396,2464,66460344
GBR,2021-04-13,153320,4375814,135173949,40496685,32326604,8170081,2380,66460344
GBR,2021-04-14,153355,4378305,136381480,40958303,32444439,8513864,2268,66460344
GBR,2021-04-15,153398,4380976,137495709,41505768,32574221,8931547,2168,66460344
GBR,2021-04-16,153430,4383732,138256468,42140989,32709778,9431211,2112,66460344
GBR,2021-04-17,153473,4385938,138784858,42780069,32849223,9930846,2006,66460344
GBR,2021-04-18,153504,4387820,140500461,43084487,32932448,10152039,1951,66460344
GBR,2021-04-19,153527,4390783,141725669,43457910,33032120,10425790,1980,66460344
GBR,2021-04-20,153562,4393307,142550623,43915559,33139742,10775817,1898,66460344
GBR,2021-04-21,153598,4395703,143968121,44450252,33257651,11192601,1865,66460344
GBR,2021-04-22,153631,4398431,145230056,45012308,33388637,11623671,1763,66460344
GBR,2021-04-23,153660,4401109,146037957,45613109,33524423,12088686,1723,66460344
GBR,2021-04-24,153684,4403170,146573186,46309512,33673190,12636322,1651,66460344
GBR,2021-04-25,153711,4404882,148090881,46650008,33752885,12897123,1599,66460344
GBR,2021-04-26,153732,4406946,149313821,47045391,33843580,13201811,1620,66460344
GBR,2021-04-27,153757,4409631,150125011,47540984,33959908,13581076,1540,66460344
GBR,2021-04-28,153778,4411797,151534293,48138009,34094048,14043961,1486,66460344
GBR,2021-04-29,153795,4414242,152758980,48752144,34216616,14535528,1441,66460344
GBR,2021-04-30,153811,4416623,153505591,49319518,34362205,14957313,1344,66460344
GBR,2021-05-01,153827,4418530,154023885,49834997,34505380,15329617,1263,66460344
GBR,2021-05-02,153846,4420201,154893318,50097812,34595304,15502508,1263,66460344
GBR,2021-05-03,153863,4421850,156113388,50297911,34667904,15630007,1281,66460344
GBR,2021-05-04,153878,4423796,157118550,50682567,34795074,15887493,1275,66460344
GBR,2021-05-05,153900,4425940,158382105,51225890,34934171,16291719,1222,66460344
GBR,2021-05-06,153917,4428553,159596793,51834361,35069641,16764720,1143,66460344
GBR,2021-05-07,153935,4431043,160355794,52433184,35202642,17230542,1142,66460344
GBR,2021-05-08,153955,4433090,160881871,53041048,35371669,17669379,1120,66460344
GBR,2021-05-09,153966,4434860,162239626,53328845,35472295,17856550,1099,66460344
GBR,2021-05-10,153974,4437217,163366957,53675733,35587348,18088385,1112,66460344
GBR,2021-05-11,153995,4439691,164153497,54160993,35722461,18438532,1090,66460344
GBR,2021-05-12,154010,4441975,165381658,54797640,35906671,18890969,1052,66460344
GBR,2021-05-13,154025,4444631,164044851,55434965,36115955,19319010,990,66460344
GBR,2021-05-14,154039,4446824,164793133,56048435,36336023,19712412,966,66460344
GBR,2021-05-15,154054,4448851,165279086,56677012,36573354,20103658,956,66460344
GBR,2021-05-16,154068,4450777,166404289,56992075,36704672,20287403,932,66460344
GBR,2021-05-17,154081,4452756,167631507,57357857,36811405,20546452,934,66460344
GBR,2021-05-18,154092,4450392,168437414,57855958,36985505,20870453,888,66460344
GBR,2021-05-19,154096,4452527,169662774,58489834,37250363,21239471,908,66460344
GBR,2021-05-20,154103,4455221,170803291,59178397,37518614,21659783,903,66460344
GBR,2021-05-21,154121,4457923,171591491,59824737,37738271,22086466,913,66460344
GBR,2021-05-22,154125,4460446,172115712,60587098,37943681,22643417,879,66460344
GBR,2021-05-23,154141,4462538,173319169,60965594,38070038,22895556,916,66460344
GBR,2021-05-24,154157,4464900,174428620,61420928,38192417,23228511,955,66460344
GBR,2021-05-25,154168,4467310,175243483,61995062,38378564,23616498,917,66460344
GBR,2021-05-26,154182,4470297,176425028,62658639,38614683,24043956,890,66460344
GBR,2021-05-27,154190,4473677,177516404,63349252,38871200,24478052,867,66460344
GBR,2021-05-28,154204,4477705,178255960,63989645,39075642,24914003,879,66460344
GBR,2021-05-29,154216,4480945,178769847,64592019,39259168,25332851,879,66460344
GBR,2021-05-30,154225,4484056,179422001,64923228,39384055,25539173,901,66460344
GBR,2021-05-31,154236,4487339,180114463,65211877,39477158,25734719,923,66460344
GBR,2021-06-01,154246,4490438,180853524,65658949,39585665,26073284,923,66460344
GBR,2021-06-02,154258,4494699,181751684,66180731,39758428,26422303,957,66460344
GBR,2021-06-03,154274,4499878,182656997,66749638,39949694,26799944,933,66460344
GBR,2021-06-04,154288,4506018,183379830,67317593,40129618,27187975,961,66460344
GBR,2021-06-05,154295,4511669,183894668,67994584,40333231,27661353,933,66460344
GBR,2021-06-06,154308,4516892,185171138,68381870,40460576,27921294,960,66460344
GBR,2021-06-07,154314,4522476,186243675,68800879,40573517,28227362,1029,66460344
GBR,2021-06-08,154329,4528442,187033227,69251163,40710319,28540844,1052,66460344
GBR,2021-06-09,154346,4535754,188161733,69743980,40886878,28857102,1060,66460344
GBR,2021-06-10,154362,4542986,189244120,70253625,41088485,29165140,1092,66460344
GBR,2021-06-11,154375,4550944,190055831,70769348,41297016,29472332,1075,66460344
GBR,2021-06-12,154387,4558494,190615900,71343859,41551201,29792658,1103,66460344
GBR,2021-06-13,154399,4565813,191699496,71672208,41698429,29973779,1139,66460344
GBR,2021-06-14,154412,4573419,192777138,72040763,41831056,30209707,1180,66460344
GBR,2021-06-15,154433,4581006,193622784,72461462,42021089,30440373,1230,66460344
GBR,2021-06-16,154449,4589814,194774739,72891861,42216654,30675207,1255,66460344
GBR,2021-06-17,154458,4600623,195952860,73359099,42460632,30898467,1319,66460344
GBR,2021-06-18,154476,4610893,196804211,73787916,42683772,31104144,1361,66460344
GBR,2021-06-19,154496,4620968,197419673,74304520,42964013,31340507,1347,66460344
GBR,2021-06-20,154518,4630040,198603734,74577678,43127763,31449915,1381,66460344
GBR,2021-06-21,154531,4640507,199775423,74638083,43148843,31489240,1515,66460344
GBR,2021-06-22,154549,4651988,200664744,75188795,43448680,31740115,1536,66460344
GBR,2021-06-23,154558,4667870,201861237,75564430,43656327,31908103,1487,66460344
GBR,2021-06-24,154587,4684572,203071159,75963777,43877861,32085916,1508,66460344
GBR,2021-06-25,154609,4699868,203982757,76341044,44080358,32260686,1528,66460344
GBR,2021-06-26,154626,4717811,204629255,76774990,44314799,32460191,1535,66460344
GBR,2021-06-27,154650,4732434,205878320,77038257,44454511,32583746,1591,66460344
GBR,2021-06-28,154668,4755078,207125177,77303533,44581771,32721762,1729,66460344
GBR,2021-06-29,154692,4775301,208080102,77592212,44719762,32872450,1731,66460344
GBR,2021-06-30,154718,4800907,209380191,77909177,44860978,33048199,1805,66460344
GBR,2021-07-01,154746,4828463,210634196,78254768,45013503,33241265,1914,66460344
GBR,2021-07-02,154778,4855169,211577252,78555851,45137108,33418743,1982,66460344
GBR,2021-07-03,154809,4879616,212271637,78889449,45274497,33614952,2023,66460344
GBR,2021-07-04,154839,4903434,213589874,79078081,45351719,33726362,2138,66460344
GBR,2021-07-05,154868,4930534,214867442,79302857,45428681,33874176,2324,66460344
GBR,2021-07-06,154903,4958868,215907514,79541794,45514492,34027302,2447,66460344
GBR,2021-07-07,154939,4990916,217192774,79800224,45601445,34198779,2636,66460344
GBR,2021-07-08,154981,5022893,218430277,80072121,45697875,34374246,2722,66460344
GBR,2021-07-09,155034,5058093,219397305,80341023,45787958,34553065,2895,66460344
GBR,2021-07-10,155079,5089893,220175231,80646232,45881721,34764511,2985,66460344
GBR,2021-07-11,155115,5121245,221337725,80795852,45923721,34872131,3130,66460344
GBR,2021-07-12,155158,5155243,222537230,80975508,45978017,34997491,3399,66460344
GBR,2021-07-13,155208,5191459,223544147,81192857,46037090,35155767,3609,66460344
GBR,2021-07-14,155255,5233207,224805181,81438892,46097464,35341428,3787,66460344
GBR,2021-07-15,155309,5281098,226119011,81702466,46159145,35543321,3964,66460344
GBR,2021-07-16,155364,5332371,227151798,81974271,46228636,35745635,4081,66460344
GBR,2021-07-17,155424,5386340,227968523,82266702,46295853,35970849,4159,66460344
GBR,2021-07-18,155497,5433939,229056914,82413766,46314039,36099727,4273,66460344
GBR,2021-07-19,155585,5473477,230310971,82592996,46349709,36243287,4581,66460344
GBR,2021-07-20,155653,5519602,231255460,82793310,46388744,36404566,4667,66460344
GBR,2021-07-21,155714,5563006,232333011,83021749,46433845,36587904,4860,66460344
GBR,2021-07-22,155800,5602321,233466417,83254082,46477881,36776201,5033,66460344
GBR,2021-07-23,155883,5637975,234426238,83486397,46520855,36965542,5242,66460344
GBR,2021-07-24,155952,5669260,235217628,83734088,46564660,37169428,5306,66460344
GBR,2021-07-25,156025,5697912,236046348,83876595,46589211,37287384,5579,66460344
GBR,2021-07-26,156104,5722298,236937727,84055550,46619230,37436320,5942,66460344
GBR,2021-07-27,156181,5745526,237790004,84242602,46654632,37587970,6042,66460344
GBR,2021-07-28,156265,5770928,238732364,84457622,46698479,37759143,6068,66460344
GBR,2021-07-29,156353,5801561,239672864,84679893,46740832,37939061,5946,66460344
GBR,2021-07-30,156458,5830774,240554458,84887713,46777556,38110157,5981,66460344
GBR,2021-07-31,156550,5856528,241255511,85138553,46816382,38322171,5920,66460344
GBR,2021-08-01,156647,5880667,241958330,85277829,46837614,38440215,5937,66460344
GBR,2021-08-02,156739,5902354,242756549,85430113,46863706,38566407,6156,66460344
GBR,2021-08-03,156819,5923820,243549623,85602164,46892996,38709168,5943,66460344
GBR,2021-08-04,156911,5952756,244424880,85801167,46926330,38874837,5730,66460344
GBR,2021-08-05,157012,5982581,245308362,86009359,46961830,39047529,5681,66460344
GBR,2021-08-06,157110,6014023,246142244,86214691,46998806,39215885,5653,66460344
GBR,2021-08-07,157216,6042252,246824236,86466264,47036796,39429468,5590,66460344
GBR,2021-08-08,157300,6069362,247544035,86611177,47059639,39551538,5735,66460344
GBR,2021-08-09,157384,6094243,248340187,86780455,47091889,39688566,5885,66460344
GBR,2021-08-10,157469,6117540,249126834,86969109,47129400,39839709,5885,66460344
GBR,2021-08-11,157558,6146800,249998028,87184438,47170968,40013470,5869,66460344
GBR,2021-08-12,157664,6179506,250885774,87421381,47215352,40206029,5831,66460344
GBR,2021-08-13,157762,6211868,251755451,87633456,47255842,40377614,5860,66460344
GBR,2021-08-14,157866,6241011,252404699,87879643,47302445,40577198,5753,66460344
GBR,2021-08-15,157957,6267437,253080192,88037283,47333702,40703581,5908,66460344
GBR,2021-08-16,158046,6295613,253847169,88211389,47369418,40841971,6238,66460344
GBR,2021-08-17,158148,6322241,254616543,88401088,47413242,40987846,6263,66460344
GBR,2021-08-18,158259,6355887,255474654,88617595,47460526,41157069,6326,66460344
GBR,2021-08-19,158374,6392160,256363927,88848633,47516505,41332128,6366,66460344
GBR,2021-08-20,158501,6429147,257163628,89076910,47577390,41499520,6382,66460344
GBR,2021-08-21,158619,6460930,257816480,89344797,47650396,41694401,6401,66460344
GBR,2021-08-22,158748,6492906,258523307,89501494,47690741,41810753,6615,66460344
GBR,2021-08-23,158868,6524581,259333814,89679178,47737142,41942036,6894,66460344
GBR,2021-08-24,158986,6555200,260124171,89865264,47792552,42072712,6825,66460344
GBR,2021-08-25,159094,6590747,261091369,90095045,47860628,42234417,6860,66460344
GBR,2021-08-26,159219,6628709,262118600,90295121,47915768,42379353,6895,66460344
GBR,2021-08-27,159358,6666399,263056327,90471514,47960705,42510809,6948,66460344
GBR,2021-08-28,159492,6698486,263787584,90648473,48003976,42644497,6841,66460344
GBR,2021-08-29,159631,6731423,264526973,90752303,48028366,42723937,6962,66460344
GBR,2021-08-30,159740,6757650,265263969,90838594,48048009,42790585,7192,66460344
GBR,2021-08-31,159868,6789581,266245648,90997895,48087908,42909987,7532,66460344
GBR,2021-09-01,159993,6825074,267335603,91155368,48131996,43023372,7525,66460344
GBR,2021-09-02,160130,6862904,268628005,91314745,48171998,43142747,7464,66460344
GBR,2021-09-03,160282,6904969,269920226,91460601,48207264,43253337,7517,66460344
GBR,2021-09-04,160428,6941611,270727582,91630208,48248318,43381890,7401,66460344
GBR,2021-09-05,160592,6978126,271805895,91725196,48270113,43455083,7598,66460344
GBR,2021-09-06,160749,7018927,273312830,91827909,48292811,43535098,7888,66460344
GBR,2021-09-07,160915,7056106,274650038,91940381,48319435,43620946,7828,66460344
GBR,2021-09-08,161058,7094592,276053608,92053472,48344566,43708906,7985,66460344
GBR,2021-09-09,161238,7132072,277457293,92175948,48370340,43805608,8003,66460344
GBR,2021-09-10,161388,7168806,278668417,92293823,48396404,43897419,8176,66460344
